"kingdom","phylum","class","order","family","genus","species"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9668","GGB9668_SGB15165"
"Bacteria","Firmicutes","CFGB9119","OFGB9119","FGB9119","GGB4727","GGB4727_SGB6548"
"Bacteria","Firmicutes","CFGB3041","OFGB3041","FGB3041","GGB9548","GGB9548_SGB14955"
"Bacteria","Firmicutes","CFGB31455","OFGB31455","FGB31455","GGB31460","GGB31460_SGB6499"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4588","GGB4588_SGB6347"
"Bacteria","Firmicutes","CFGB31455","OFGB31455","FGB31455","GGB4697","GGB4697_SGB6497"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Fenollaria","Fenollaria_timonensis"
"Bacteria","Firmicutes","CFGB2942","OFGB2942","FGB2942","GGB9278","GGB9278_SGB14230"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9454","GGB9454_SGB14846"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcus_anaerobius"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Zhenhengia","Zhenhengia_yiwuensis"
"Bacteria","Firmicutes","Tissierellia","Tissierellia_unclassified","Tissierellia_unclassified","Ezakiella","Ezakiella_SGB6726"
"Bacteria","Firmicutes","CFGB72","OFGB72","FGB72","GGB105","GGB105_SGB124"
"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus_murdochii"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_sp_HMSC065F10"
"Bacteria","Actinobacteria","CFGB77988","OFGB77988","FGB77988","GGB9364","GGB9364_SGB14339"
"Bacteria","Firmicutes","CFGB4648","OFGB4648","FGB4648","GGB3303","GGB3303_SGB4364"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_SGB2300"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_sp_AP8"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3449","GGB3449_SGB4601"
"Bacteria","Firmicutes","CFGB79237","OFGB79237","FGB79237","GGB9061","GGB9061_SGB13979"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9616","GGB9616_SGB15052"
"Bacteria","Firmicutes","CFGB1226","OFGB1226","FGB1226","GGB58485","GGB58485_SGB80143"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_stercorirosoris"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB79417","GGB79417_SGB106068"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp_AM33_3"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_sartorii"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp_Marseille_P2538"
"Bacteria","Firmicutes","CFGB3011","OFGB3011","FGB3011","GGB33896","GGB33896_SGB14872"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3451","GGB3451_SGB4605"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4563","GGB4563_SGB6300"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Drancourtella","Drancourtella_massiliensis"
"Bacteria","Firmicutes","CFGB2999","OFGB2999","FGB2999","GGB9450","GGB9450_SGB14840"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified","Bacteroidales_bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Gallalistipes","Gallalistipes_aquisgranensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium_maltosivorans"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_johnsonii"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4605","GGB4605_SGB6378"
"Bacteria","Candidatus_Melainabacteria","CFGB2107","OFGB2107","FGB2107","GGB6001","GGB6001_SGB8624"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB3532","GGB3532_SGB4720"
"Bacteria","Firmicutes","CFGB2838","OFGB2838","FGB2838","GGB9085","GGB9085_SGB14013"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc_mesenteroides"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB42639","GGB42639_SGB59836"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","GGB48168","GGB48168_SGB66171"
"Bacteria","Firmicutes","CFGB1771","OFGB1771","FGB1771","GGB4626","GGB4626_SGB6403"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Mobiluncus","Mobiluncus_SGB15488"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_gallinarum"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_sp_Marseille_P3201T"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae_unclassified","Clostridiaceae_unclassified_SGB4702"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_radicidentis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB9575","GGB9575_SGB14988"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4571","GGB4571_SGB6320"
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_aureus"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_SGB14745"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_acidophilus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc_lactis"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Amedibacterium","Amedibacterium_intestinale"
"Bacteria","Firmicutes","CFGB3012","OFGB3012","FGB3012","GGB9480","GGB9480_SGB14875"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus","Latilactobacillus_sakei"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Tyzzerella","Tyzzerella_nexilis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","Weissella_soli"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_raffinolactis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc_suionicum"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Gemella","Gemella_haemolysans"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_paraputrificum"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus_portuensis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_helveticus"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp_NSJ_6"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_SGB17132"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Terrisporobacter","Terrisporobacter_mayombei"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","GGB33406","GGB33406_SGB48104"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB3204","GGB3204_SGB4228"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus_mirabilis"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Gordonibacter","Gordonibacter_sp_28C"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB25053","GGB25053_SGB106016"
"Bacteria","Firmicutes","CFGB1258","OFGB1258","FGB1258","GGB3052","GGB3052_SGB4053"
"Bacteria","Firmicutes","CFGB1479","OFGB1479","FGB1479","GGB3751","GGB3751_SGB5099"
"Bacteria","Actinobacteria","CFGB2992","OFGB2992","FGB2992","GGB9412","GGB9412_SGB14768"
"Bacteria","Firmicutes","CFGB79294","OFGB79294","FGB79294","GGB9677","GGB9677_SGB15179"
"Bacteria","Firmicutes","CFGB4616","OFGB4616","FGB4616","GGB3126","GGB3126_SGB4139"
"Bacteria","Firmicutes","CFGB2918","OFGB2918","FGB2918","GGB9239","GGB9239_SGB14181"
"Bacteria","Firmicutes","CFGB9119","OFGB9119","FGB9119","GGB47148","GGB47148_SGB47368"
"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","GGB9813","GGB9813_SGB15447"
"Bacteria","Firmicutes","CFGB3002","OFGB3002","FGB3002","GGB9463","GGB9463_SGB14855"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3516","GGB3516_SGB4695"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB3220","GGB3220_SGB4252"
"Bacteria","Proteobacteria","CFGB2404","OFGB2404","FGB2404","GGB6610","GGB6610_SGB9344"
"Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","GGB4247","GGB4247_SGB5745"
"Bacteria","Firmicutes","CFGB1380","OFGB1380","FGB1380","GGB3365","GGB3365_SGB4451"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_sp_TM07_1AC"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","Granulicatella_adiacens"
"Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium_sp_JCM_18882"
"Bacteria","Candidatus_Saccharibacteria","Candidatus_Saccharibacteria_unclassified","Candidatus_Saccharibacteria_unclassified","Candidatus_Saccharibacteria_unclassified","Candidatus_Saccharibacteria_unclassified","Candidatus_Saccharibacteria_unclassified_SGB19846"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia_meyeri"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_cristatus"
"Bacteria","Firmicutes","CFGB4529","OFGB4529","FGB4529","GGB3654","GGB3654_SGB4965"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB70023","GGB70023_SGB94353"
"Bacteria","Candidatus_Saccharibacteria","Candidatus_Nanosyncoccalia","Candidatus_Nanogingivales","Candidatus_Nanogingivalaceae","GGB12785","GGB12785_SGB19823"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Candidatus_Soleaferrea","Candidatus_Soleaferrea_massiliensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Mobilibacterium","Mobilibacterium_timonense"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Jutongia","Jutongia_huaianensis"
"Bacteria","Firmicutes","CFGB9119","OFGB9119","FGB9119","GGB4653","GGB4653_SGB6440"
"Bacteria","Firmicutes","CFGB2870","OFGB2870","FGB2870","GGB9161","GGB9161_SGB14099"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Bacilliculturomica","Bacilliculturomica_massiliensis"
"Bacteria","Firmicutes","CFGB2873","OFGB2873","FGB2873","GGB9171","GGB9171_SGB14109"
"Bacteria","Firmicutes","CFGB2954","OFGB2954","FGB2954","GGB9297","GGB9297_SGB14255"
"Bacteria","Firmicutes","CFGB2839","OFGB2839","FGB2839","GGB9090","GGB9090_SGB14019"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_parainfluenzae"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB18184","GGB18184_SGB26852"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_quasipneumoniae"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_johnsonii"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","Erysipelatoclostridium_sp_An15"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_provencensis"
"Bacteria","Firmicutes","CFGB1260","OFGB1260","FGB1260","GGB29535","GGB29535_SGB36365"
"Bacteria","Firmicutes","CFGB2840","OFGB2840","FGB2840","GGB9091","GGB9091_SGB14020"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","GGB46116","GGB46116_SGB63877"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Traorella","Traorella_massiliensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacteriaceae_unclassified","Eubacteriaceae_unclassified_SGB94922"
"Bacteria","Firmicutes","CFGB9119","OFGB9119","FGB9119","GGB4724","GGB4724_SGB6543"
"Bacteria","Actinobacteria","CFGB77153","OFGB77153","FGB77153","GGB30861","GGB30861_SGB44083"
"Bacteria","Firmicutes","CFGB79152","OFGB79152","FGB79152","GGB4711","GGB4711_SGB6524"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","GGB31184","GGB31184_SGB44478"
"Bacteria","Firmicutes","CFGB9583","OFGB9583","FGB9583","GGB3490","GGB3490_SGB4664"
"Bacteria","Firmicutes","CFGB10290","OFGB10290","FGB10290","GGB4710","GGB4710_SGB6522"
"Bacteria","Firmicutes","CFGB2935","OFGB2935","FGB2935","GGB9265","GGB9265_SGB14214"
"Bacteria","Firmicutes","CFGB10299","OFGB10299","FGB10299","GGB4632","GGB4632_SGB6410"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB75046","GGB75046_SGB102341"
"Bacteria","Candidatus_Saccharibacteria","Candidatus_Saccharibacteria_unclassified","Candidatus_Saccharibacteria_unclassified","Candidatus_Saccharibacteria_unclassified","Candidatus_Saccharibacteria_unclassified","TM7_phylum_sp_oral_taxon_352"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB38987","GGB38987_SGB63305"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9716","GGB9716_SGB15269"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Eubacteriales_Family_XIII_Incertae_Sedis_unclassified","Eubacterium_sulci"
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella_sp_AM11_39"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Solobacterium","Solobacterium_SGB6834"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Varibaculum","Varibaculum_massiliense"
"Bacteria","Candidatus_Saccharibacteria","Candidatus_Saccharibacteria_unclassified","Candidatus_Saccharibacteria_unclassified","Candidatus_Saccharibacteria_unclassified","Candidatus_Saccharibacteria_unclassified","TM7_phylum_sp_oral_taxon_348"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella","Rikenella_microfusus"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Extibacter","Extibacter_muris"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","Dysgonomonas_mossii"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Rubneribacter","Rubneribacter_badeniensis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","Dysgonomonas_capnocytophagoides"
"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_amycolatum"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified","Oscillospiraceae_unclassified_SGB4197"
"Bacteria","Firmicutes","CFGB2984","OFGB2984","FGB2984","GGB9346","GGB9346_SGB14312"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_faecalis"
"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera","Methanosphaera_cuniculi"
"Bacteria","Firmicutes","CFGB1226","OFGB1226","FGB1226","GGB2996","GGB2996_SGB3983"
"Bacteria","Tenericutes","CFGB13888","OFGB13888","FGB13888","GGB38079","GGB38079_SGB49239"
"Eukaryota","Eukaryota_unclassified","Bigyra","Opalinata","Blastocystidae","Blastocystis","Blastocystis_sp_subtype_8"
"Bacteria","Firmicutes","CFGB3625","OFGB3625","FGB3625","GGB3616","GGB3616_SGB4888"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB13463","GGB13463_SGB15285"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GGB1538","GGB1538_SGB2121"
"Bacteria","Firmicutes","CFGB2937","OFGB2937","FGB2937","GGB9271","GGB9271_SGB14223"
"Bacteria","Firmicutes","CFGB1776","OFGB1776","FGB1776","GGB4671","GGB4671_SGB6460"
"Bacteria","Firmicutes","CFGB10325","OFGB10325","FGB10325","GGB4669","GGB4669_SGB6458"
"Bacteria","Firmicutes","CFGB79211","OFGB79211","FGB79211","GGB9267","GGB9267_SGB14218"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9593","GGB9593_SGB15015"
"Bacteria","Firmicutes","CFGB1780","OFGB1780","FGB1780","GGB4722","GGB4722_SGB6538"
"Bacteria","Firmicutes","CFGB2840","OFGB2840","FGB2840","GGB9095","GGB9095_SGB14026"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_sp_MGM1"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4584","GGB4584_SGB6338"
"Bacteria","Firmicutes","CFGB9629","OFGB9629","FGB9629","GGB3615","GGB3615_SGB26919"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB31790","GGB31790_SGB102436"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4586","GGB4586_SGB6344"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4564","GGB4564_SGB6302"
"Bacteria","Firmicutes","CFGB320","OFGB320","FGB320","GGB741","GGB741_SGB955"
"Bacteria","Firmicutes","CFGB79253","OFGB79253","FGB79253","GGB9058","GGB9058_SGB13975"
"Bacteria","Firmicutes","CFGB2838","OFGB2838","FGB2838","GGB9086","GGB9086_SGB14014"
"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila","Bilophila_SGB15451"
"Bacteria","Proteobacteria","CFGB2404","OFGB2404","FGB2404","GGB6609","GGB6609_SGB9343"
"Archaea","Candidatus_Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus","Candidatus_Methanomassiliicoccus_intestinalis"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4587","GGB4587_SGB6346"
"Bacteria","Firmicutes","CFGB1785","OFGB1785","FGB1785","GGB4739","GGB4739_SGB6564"
"Bacteria","Firmicutes","CFGB24517","OFGB24517","FGB24517","GGB45620","GGB45620_SGB63333"
"Bacteria","Firmicutes","CFGB9512","OFGB9512","FGB9512","GGB32487","GGB32487_SGB54320"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified","Oscillospiraceae_unclassified_SGB4281"
"Bacteria","Firmicutes","CFGB3038","OFGB3038","FGB3038","GGB9528","GGB9528_SGB14928"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus_bovis"
"Bacteria","Firmicutes","CFGB2875","OFGB2875","FGB2875","GGB9175","GGB9175_SGB14113"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GGB27923","GGB27923_SGB40361"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_amalonaticus"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoflavonifractor","Pseudoflavonifractor_sp_AF19_9AC"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3662","GGB3662_SGB4973"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Candidatus_Stoquefichus","Candidatus_Stoquefichus_sp_SB1"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium_sp_An14"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_portucalensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenella","Christensenella_sp_NSJ_35"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Eubacteriales_unclassified","Clostridiales_bacterium_CHKCI006"
"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","GGB9815","GGB9815_SGB15449"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_unclassified","Lachnospiraceae_unclassified_SGB4892"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Fannyhessea","Fannyhessea_vaginae"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","GGB1680","GGB1680_SGB2312"
"Bacteria","Tenericutes","CFGB1800","OFGB1800","FGB1800","GGB13818","GGB13818_SGB6606"
"Bacteria","Firmicutes","CFGB11257","OFGB11257","FGB11257","GGB74802","GGB74802_SGB47402"
"Bacteria","Firmicutes","CFGB2897","OFGB2897","FGB2897","GGB9209","GGB9209_SGB14148"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Colidextribacter","Colidextribacter_sp_210702_DFI_3_9"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB34228","GGB34228_SGB72916"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes","Anaerostipes_butyraticus"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4604","GGB4604_SGB6372"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB3263","GGB3263_SGB4311"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Enteroscipio","Enteroscipio_rubneri"
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","GGB2734","GGB2734_SGB3677"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3743","GGB3743_SGB5086"
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","GGB6580","GGB6580_SGB9301"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_lascolaii"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter_sp_1E2"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter","Oscillibacter_hominis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GGB1559","GGB1559_SGB2146"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","Eggerthella_sinensis"
